name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,success
Artisan Pharma,http://www.artisanpharma.net,Biotechnology,85381111,operating,USA,MA,Boston,Waltham,5,1
Artisan Square Marketplace,http://asmarket.businesscatalyst.com,Marketplaces,11000,operating,CAN,MB,Winnipeg,Winnipeg,1,0
Artist Growth,http://artistgrowth.com,Mobile,2000000,operating,USA,TN,Nashville,Nashville,1,0
Artivest,http://www.artivest.co,Finance Technology|Financial Services|FinTech,17000000,operating,USA,NY,New York City,New York,2,1
The Kive Company,http://www.artkiveapp.com,Curated Web,775000,operating,USA,CA,Los Angeles,Encino,2,0
ArtLifting,http://www.artlifting.com/,Art,1100000,operating,USA,MA,Boston,Cambridge,1,0
Artlu Media Net Corporation,http://www.artlu.net,Public Relations,7000,operating,USA,FL,Tampa,Tampa,1,0
Arts Alliance Media,http://artsalliancemedia.com,Entertainment|Film|News|Software,125439500,operating,GBR,H9,London,London,2,1
Arts & Analytics,http://www.artsandanalytics.com,Advertising|Enterprises,330000,operating,USA,CO,Denver,Denver,2,0
ArtSetters,http://www.ArtSetters.com,Designers|Marketplaces|Retail,1000000,operating,USA,NY,New York City,New York,1,0
Artsicle,http://www.artsicle.com,Art|E-Commerce,390000,operating,USA,NY,New York City,New York,1,0
Artspace,http://artspace.com,E-Commerce,14450000,acquired,USA,NY,New York City,New York,4,1
ARTSPER,http://www.artsper.com,Art|E-Commerce|Marketplaces|SaaS,413177,operating,FRA,A8,Paris,Paris,1,0
Artsper,http://www.artsper.com/en,Art,1684764.312,operating,FRA,A8,Paris,Paris,2,0
ARTSTAQ,http://www.mglobart.com,Art|SaaS|Services,161688,closed,GBR,H9,London,London,1,0
ArtStar,http://www.artstar.com/,Application Platforms|Art|E-Commerce|Ediscovery,800000,operating,USA,NY,New York City,New York,1,0
ArtusLabs,http://www.artuslabs.com,Software,6883956,acquired,USA,NC,Raleigh,Durham,3,1
ArtVentive Medical Group,http://artventivemedical.com,Health Care,500000,operating,USA,CA,San Diego,Carlsbad,1,0
ArtVenue,http://www.artvenue.com,Art|Consumers|Internet|Mobile,50000,operating,USA,MA,Boston,Cambridge,1,0
Aruba Networks,http://www.arubanetworks.com,Communications Hardware|Computers|Enterprise Software|Mobility|Wireless,30000000,acquired,USA,CA,SF Bay Area,Sunnyvale,1,1
Arubixs,http://www.arubixs.com,Consumer Electronics|Mobile,47409,operating,USA,CA,SF Bay Area,Berkeley,1,0
Arumai Technologies,http://www.arumaiholdings.com,Video,10200000,operating,USA,CA,Bakersfield,California City,3,1
Aruspex,http://www.aruspex.com,Career Management|Software,3770000,operating,USA,CA,SF Bay Area,San Francisco,1,1
Arvegenix,http://www.arvegenix.com/,Fuels|Nutrition|Oil|Renewable Energies,2500000,operating,USA,MO,St. Louis,St Louis,1,0
Arvia Technology,http://www.arviatechnology.com,Clean Technology|Organic|Waste Management,16111323,operating,GBR,E9,Daresbury,Daresbury,3,1
Arvinas,http://www.arvinas.com,Biotechnology,56000000,operating,USA,CT,Hartford,New Haven,2,1
ARX,http://www.arx.com,Identity|Software,115656,operating,USA,CA,SF Bay Area,San Francisco,1,0
Arx Pax,http://arxpax.com/,Manufacturing,1687547,operating,USA,CA,SF Bay Area,Los Gatos,2,0
Arxan Technologies,http://www.arxan.com,Security,20047324,acquired,USA,MD,"Washington, D.C.",Bethesda,3,1
Aryaka Networks,http://www.aryaka.com,Enterprise Software|SaaS,97166500,operating,USA,CA,SF Bay Area,Milpitas,7,1
Arynga,http://arynga.com,Automotive,250000,operating,USA,CA,San Diego,San Diego,1,0
ARYx Therapeutics,http://www.aryx.com,Biotechnology,83257446,closed,USA,CA,SF Bay Area,Fremont,4,1
Arzeda,http://www.arzeda.com,Biotechnology,12000000,operating,USA,WA,Seattle,Seattle,1,1
As It Is,http://asitisinc.com,Artificial Intelligence|Networking|Semantic Web|Web Hosting,3000000,operating,USA,NY,Buffalo,Buffalo,1,0
As Seen on TV,http://astvinc.com,E-Commerce,12155000,closed,USA,FL,Tampa,Clearwater,1,1
Asana,http://www.asana.com,Collaboration|Productivity Software|Software|Task Management,38200000,operating,USA,CA,SF Bay Area,San Francisco,4,1
Asana Medical,http://www.asanamedical.com,Medical Devices,200000,operating,USA,FL,Miami,Miami Lakes,1,0
Asantae,http://asantae.com,Health and Wellness,1946775,operating,USA,AZ,Phoenix,Mesa,2,0
asap54.com,http://www.asap54.com,E-Commerce|Fashion|Mobile|Search,3750000,operating,GBR,H9,London,London,1,1
ASC Information Technology,http://ascit.org,Software,200000,closed,USA,NE,Omaha,Omaha,1,0
Ascend Consumer Finance,https://www.ascendloan.com/,Financial Services,1500000,operating,USA,CA,SF Bay Area,San Francisco,1,0
Ascend Health,http://www.ascendhealth.net,Health Care|Hospitals|Medical,20100000,acquired,USA,PA,Philadelphia,King Of Prussia,1,1
Ascendant Dx,http://ascendantdx.com,Biotechnology|Diagnostics|Health Diagnostics|Medical,2000000,operating,USA,AR,Fayetteville,Fayetteville,1,0
Ascender Software,http://ascendersoft.com,Health and Wellness,864500,operating,USA,CA,San Diego,San Diego,1,0
Ascendify,http://www.ascendify.com,Career Management|Cloud Computing|Human Resources|Social Recruiting|Software,1500000,operating,USA,CA,SF Bay Area,San Francisco,1,0
Ascendis Pharma,http://ascendispharma.com,Bio-Pharm|Clinical Trials|Health and Wellness|Pharmaceuticals,85814905.17,ipo,USA,CA,SF Bay Area,Palo Alto,2,1
Ascendx Spine,http://www.ascendxspine.com,Health Care,6025000,operating,USA,FL,Orlando,Winter Park,3,1
Ascension Orthopedics,http://www.ascensionortho.com,Biotechnology|Diagnostics|Health Care,39664050,acquired,USA,TX,Austin,Austin,2,1
Ascent Corporation,http://www.ascent-corp.com,Web Hosting,107000000,operating,USA,MO,St. Louis,St Louis,1,1
Ascent Solar Technologies,http://www.ascentsolar.com,Clean Technology,71350002,ipo,USA,PA,PA - Other,Thornton,8,1
Ascent Therapeutics,http://www.ascentrx.com,Biotechnology,18999997,operating,USA,MA,Boston,Cambridge,1,1
Ascenta Therapeutics,http://www.ascenta.com,Biotechnology,87800180,operating,USA,PA,Philadelphia,Malvern,4,1
ascentify,http://www.ascentify.com,Software,539000,operating,CAN,ON,Ottawa,Ottawa,1,0
Ascentis,http://www.ascentis.com,Human Resources|Software,10273803,operating,USA,WA,Seattle,Bellevue,2,1
Asclepius Farms,http://www.asclepiusfarms.com,Medical,360000,operating,USA,NY,New York City,Highland,1,0
Ascletis,http://www.ascletis.com,Health and Wellness,155000000,operating,USA,NC,Raleigh,Chapel Hill,3,1
Aseptia,http://wrightfoods.com,Manufacturing,28000000,operating,USA,NC,Raleigh,Raleigh,1,1
Asetek,http://www.asetek.com,Computers|Hardware + Software|Networking|Water,34860000,operating,USA,CA,SF Bay Area,San Jose,3,1
Ash Access Technology,http://www.ashaccess.com,Biotechnology,453000,operating,USA,IN,IN - Other,Lafayette,3,0
Ashland-Boyd County Health Department,http://abchealthdepartment.com,Health and Wellness,213000,operating,USA,KY,KY - Other,Ashland,1,0
Ashton Instruments,http://www.ashtoninstruments.com,Technology,50000,operating,USA,MA,Boston,Cambridge,1,0
ASI System Integration,http://www.asisystem.com,Consulting,40000000,operating,USA,NY,New York City,New York,1,1
Asian Food Center,http://afcwa.com,Hospitality,3500000,operating,USA,OR,"Portland, Oregon",Beaverton,1,1
ASIT Engineering Corporation,http://asiteng.com,Manufacturing,525000,operating,USA,CA,Los Angeles,Laguna Hills,1,0
Ask.com,http://www.ask.com,Search|Social Media,25000000,acquired,USA,CA,SF Bay Area,Oakland,2,1
Ask The Doctor,http://askthedoctor.com,Curated Web,3000000,operating,CAN,ON,Toronto,Toronto,1,0
Ask Ziggy,http://www.ask-ziggy.com,Android|Artificial Intelligence|iOS|Mobile|Natural Language Processing|Neuroscience|Search|Virtual Workforces|Windows Phone 7,3500000,closed,USA,CA,Sacramento,Rocklin,1,1
AskforTask,http://www.askfortask.com,Curated Web|Local|Services|Social Media|Task Management,500000,operating,CAN,ON,Toronto,Toronto,1,0
Askheem,http://www.askheem.com,Android|Collaborative Consumption|iOS|Services,263835.8062,operating,FRA,A8,Paris,Paris,1,0
AskNshare,http://www.asknshare.net,CRM|Market Research|Social Network Media,600000,operating,USA,AZ,Tucson,Tucson,2,0
Askuity,http://www.askuity.com,Analytics|Big Data|Business Intelligence|Collaboration|Retail,1800000,operating,CAN,ON,Toronto,Toronto,1,0
Askvisory.com,http://www.Askvisory.com,Consulting,250000,operating,GBR,H9,London,London,1,0
Asl Analytical,http://asl-analytical.com,Biotechnology,2373920,operating,USA,IA,Cedar Rapids,Coralville,3,0
Asmacure Ltée,http://www.asmacure.com,Biotechnology,16925741,operating,USA,TN,TN - Other,Quebeck,3,1
aSmallWorld,http://www.asmallworld.com/login,Networking|Social Media,5600000,operating,USA,NY,New York City,New York,2,1
Asoka,http://www.asokatech.com,Hardware + Software,7000000,operating,USA,CA,SF Bay Area,Santa Clara,1,1
Asoko Insight,http://asokoinsight.com/,B2B|Business Services|Financial Services,1350000,operating,GBR,H9,London,London,1,0
Asoyia,http://www.asoyia.com/,Consumer Goods|Fitness|Specialty Foods,4000000,closed,USA,IA,IA - Other,Winfield,1,1
Aspect Software,http://www.aspect.com,Collaboration|Contact Centers|Customer Service|Software|Unifed Communications,50000000,operating,USA,MA,Boston,Chelmsford,1,1
Aspects Software,http://www.aspects-sw.com,Mobile,25652895,operating,GBR,U8,Edinburgh,Edinburgh,2,1
Aspen Aerogels,http://www.aerogel.com,Clean Technology,136000000,ipo,USA,MA,Worcester,Northborough,6,1
Aspen Avionics,http://aspenavionics.com,Public Transportation,19932595,operating,USA,NM,Albuquerque,Albuquerque,3,1
Aspen Evian,http://www.24-7CStore.com,Hospitality,100000,operating,USA,CO,CO - Other,Carbondale,1,0
Aspen Technology,http://www.aspentech.com,Software,100000000,ipo,USA,MA,Boston,Bedford,1,1
Aspex Semiconductor,http://www.aspex.co.uk/,Semiconductors,10000000,operating,GBR,M3,Bradford,Bradford,1,1
Aspiration,https://www.aspiration.com/#home,Finance Technology|Financial Services|Investment Management|Ventures for Good,20500000,operating,USA,CA,Los Angeles,Marina Del Rey,3,1
Aspire,http://www.aspire.is,Enterprise Software|Human Resources,400000,operating,USA,DC,"Washington, D.C.",Washington,1,0
Aspire Bariatrics,http://aspirebariatrics.com,Biotechnology,17025000,operating,USA,PA,Philadelphia,King Of Prussia,2,1
ASPIRE Beverages,http://ASPIREbeverages.com,Hospitality,2950000,operating,USA,MN,Minneapolis,Minneapolis,2,0
Aspire Health,http://aspirehealthcare.com,Health and Wellness,21500004,operating,USA,TN,Nashville,Brentwood,4,1
Aspreva Pharmaceuticals Corp,http://www.aspreva.com,Pharmaceuticals,57000000,acquired,CAN,BC,Vancouver,Victoria,1,1
Aspyra,http://aspyra.com,Software,1000000,operating,USA,CA,Los Angeles,Westlake Village,1,0
Aspyrian Therapeutics,http://aspyriantherapeutics.com,Pharmaceuticals,12700000,operating,USA,CA,San Diego,San Diego,2,1
Assay Depot,http://www.assaydepot.com,Biotechnology|Life Sciences|Marketplaces|Outsourcing|Pharmaceuticals,7000000,operating,USA,CA,San Diego,San Diego,3,1
Assembla,http://www.assembla.com,Collaboration|Project Management|Software|Tracking,375000,operating,USA,MA,Boston,Needham,1,0
Assemblage,http://www.assemblagehq.com,Collaboration|Enterprises|Real Time|Software,28000,acquired,USA,CA,SF Bay Area,San Francisco,2,0
AssertID,http://www.assertid.com/index.shtml,Security,40000,operating,USA,CA,SF Bay Area,Burlingame,1,0
"Assessment Innovation, Inc.",http://www.AssessmentInnovation.com,Enterprise Software|Human Resources|Mobile|Recruiting|SaaS|Skill Assessment,1500000,operating,USA,NY,New York City,New York,1,0
Asset International,http://www.assetinternational.com,News,20000000,acquired,USA,CT,Hartford,Stamford,1,1
Asset Mapping,http://www.assetmapping.com,Intellectual Asset Management|Software,145774,operating,GBR,H9,London,London,1,0
Asset Marketing Services,http://amsi-corp.com,Hardware + Software,6000000,operating,USA,MN,Minneapolis,Burnsville,1,1
Asset Match,http://www.assetmatch.com/,Financial Services,468489,operating,GBR,H9,London,London,1,0
Asseta,http://www.asseta.com,Manufacturing,1535000,operating,USA,CA,SF Bay Area,San Francisco,4,0
AssetAvenue,http://www.assetavenue.com,Real Estate|Real Estate Investors,15000000,operating,USA,CA,Los Angeles,Los Angeles,2,1
Asset Vue LLC.,http://www.assetvue.net,Hardware + Software|RFID,200000,operating,USA,PA,Philadelphia,Bristol,1,0
Assetz Capital,http://www.assetzcapital.co.uk,Crowdfunding|Finance|Peer-to-Peer,4486920,operating,GBR,H9,London,London,1,1
ASSIA,http://www.assia-inc.com,Software,50800000,operating,USA,CA,SF Bay Area,Redwood City,3,1
Assignment Editor,http://assignmenteditor.com/,News,1000000,operating,USA,IL,Chicago,Chicago,2,0
Assistance.net Inc,http://www.assistance.net/landing.php,Business Development|Freelancers|Local Businesses|Outsourcing,40000,operating,USA,VA,"Washington, D.C.",Arlington,1,0
Desk,http://www.desk.com,CRM|Customer Service|Customer Support Tools|Enterprise Software|SaaS|Tech Field Support,5700000,acquired,USA,CA,SF Bay Area,San Francisco,2,1
Assmbly,http://assmbly.com,E-Commerce|Furniture,40000,operating,GBR,H9,London,London,1,0
Associated Material Processing,http://www.ampchem.com/,Manufacturing,250000,operating,USA,OK,Oklahoma City,Stillwater,2,0
Associated Content,http://www.associatedcontent.com,Curated Web,21400000,acquired,USA,CO,Denver,Denver,3,1
AssuraMed,http://assuramed.com,Health and Wellness,5700000,acquired,USA,OH,Cleveland,Twinsburg,1,1
ASSURED INFORMATION SECURITY,http://ainfosec.com,Hardware + Software,269344,operating,USA,NY,Syracuse,Rome,2,0
Assured Labor,http://www.assuredlabor.com,Curated Web|Employment|Marketplaces|Mobile|Recruiting,13750000,operating,USA,NY,New York City,New York,4,1
Assurex Health,http://www.assurexhealth.com,Biotechnology,104680725,operating,USA,OH,Cincinnati,Mason,9,1
Asteel,http://www.asteel.fr,Hardware + Software,22420000,closed,FRA,A8,Paris,Paris,1,1
Aster Data Systems,http://www.asterdata.com,Analytics|Databases,53000000,acquired,USA,CA,SF Bay Area,San Carlos,4,1
Asterand,http://www.asterand.com,Biotechnology,3000000,operating,GBR,A3,Royston,Royston,1,0
Asteres,http://www.asteres.com,Biotechnology,8000000,operating,USA,CA,San Diego,San Diego,4,1
Asterias Biotherapeutics,http://asteriasbiotherapeutics.com/,Biotechnology,16500000,operating,USA,CA,SF Bay Area,Menlo Park,2,1
Asterion,http://www.asterion.co.uk,Biotechnology,678000,operating,GBR,L9,Sheffield,Sheffield,1,0
Asthmatx,http://www.asthmatx.com,Health Care,50000000,acquired,USA,CA,SF Bay Area,Sunnyvale,1,1
Astley Clarke,http://www.astleyclarke.com,Fashion,5473907.707,operating,GBR,H9,London,London,2,1
"Astrall, Inc",http://astrall.org/,E-Commerce Platforms|Marketplaces|Psychology|Social Network Media,25000,operating,USA,DE,"Wilmington, Delaware",Wilmington,1,0
Astrapi,http://www.astrapi-corp.com,Simulation|Software|Telecommunications,1500000,operating,USA,TX,Dallas,Dallas,1,0
Astrid,http://astrid.com,Android|iPhone|Productivity Software|Social Media|Task Management,1900000,acquired,USA,CA,SF Bay Area,San Francisco,2,0
Astro,http://www.astro.ai,Consumer Electronics|Home Automation|Mobile|Wireless,3698550,operating,USA,NY,New York City,New York,5,1
AstroloMe,http://astrolome.com,Social Media|Software,300000,operating,USA,CA,SF Bay Area,San Francisco,1,0
AstroPrint,https://www.astroprint.com,3D Printing,250000,operating,USA,CA,San Diego,San Diego,1,0
Astute Medical,http://www.astutemedical.com,Biotechnology|Health Care|Health Diagnostics,126134082,operating,USA,CA,San Diego,San Diego,7,1
Astute Networks,http://www.astutenetworks.com,Enterprise Software,53209289,operating,USA,CA,San Diego,San Diego,6,1
Asuragen,http://www.asuragen.com,Biotechnology|Health Diagnostics,80000000,operating,USA,TX,Austin,Austin,4,1
Asure Software,http://www.asuresoftware.com,Software,3200000,ipo,USA,TX,Austin,Austin,1,0
Asurint,http://asurint.com,Security,300000,operating,USA,OH,Cleveland,Cleveland,1,0
Click2learn,http://www.click2learn.com,Information Services,10000000,ipo,USA,WA,Seattle,Bellevue,1,1
At Peak Resources,http://www.atpeaksports.com,Fitness|Health and Wellness|Kids|Sports,140000,operating,USA,NY,New York City,New York,1,0
Atairgin Technologies,http://www.atairgin.com,Health Care,7200000,closed,USA,CA,Anaheim,Irvine,1,1
Atara Biotherapeutics,http://atarabio.com,Biotechnology,52000000,ipo,USA,CA,Los Angeles,Thousand Oaks,2,1
Atari,http://www.atari.com,Games,7260000,operating,USA,NY,New York City,New York,1,1
Atavist,http://atavist.com,Publishing|Software,5425020,operating,USA,NY,New York City,Brooklyn,3,1
AtCipher Inc.,https://atcipher.com,Cloud Security,118000,operating,USA,WA,Seattle,Seattle,1,0
Ateeda,http://www.ateeda.com,Semiconductors,750565,operating,GBR,U8,Edinburgh,Edinburgh,1,0
ATEME,http://ateme.com,Broadcasting|Software|Telecommunications|Video,12868200,ipo,FRA,A8,FRA - Other,Bièvres,2,1
Atempo,http://atempo.com,Software,35860000,acquired,USA,CA,SF Bay Area,Palo Alto,3,1
Aternity,http://www.aternity.com,Enterprise Software,25500000,operating,USA,MA,Worcester,Westborough,3,1
ATG Media (The Saleroom),http://www.the-saleroom.com,Auctions|Design,6963750,operating,GBR,H9,London,London,1,1
Atheer Labs,http://www.atheerlabs.com,3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization,10631795,operating,USA,CA,SF Bay Area,Mountain View,4,1
Athena Design Systems,http://www.athenadesign.com,Software,4000000,closed,USA,CA,SF Bay Area,Santa Clara,1,1
Athena Feminine Technologies,http://www.athenaft.com,Health Care,2000000,operating,USA,CA,SF Bay Area,Orinda,1,0
Athena Organic Farm + Eco-Retreat,http://www.athenaorganicfarm.ca/,Food Processing|Hospitality|Organic Food,800000,operating,CAN,BC,BC - Other,Creston,1,0
Athenahealth,http://www.athenahealth.com,Business Services|Enterprise Software,40000000,ipo,USA,MA,Boston,Watertown,3,1
Athenix,http://www.athenixcorp.com,Biotechnology,43500000,acquired,USA,NC,Raleigh,Raleigh,4,1
AtheroMed,http://www.atheromedinc.com,Health Care,37673932,acquired,USA,CA,SF Bay Area,Menlo Park,6,1
AtheroNova,http://www.atheronova.com,Biotechnology,2406500,operating,USA,CA,Anaheim,Irvine,2,0
Atherotech Diagnostics Lab,http://www.atherotech.com,Biotechnology,999131,operating,USA,AL,Birmingham,Birmingham,1,0
Athersys,http://www.athersys.com,Biotechnology,9000002,ipo,USA,OH,Cleveland,Cleveland,1,1
Athic Solutions,http://www.athic.fr,Enterprise Software,1840000,operating,FRA,A8,Puteaux,Puteaux,1,0
Athigo,http://www.athigo.com,Enterprises|Mobile|Security|Software|Tablets,200000,closed,USA,MA,Boston,Newton,1,0
Athlete Builder,http://www.athletebuilder.com,Education|Internet|Mobile|Parenting|Sports|Video,250000,operating,USA,TX,Austin,Austin,1,0
Athlete IQ,http://www.athleteiq.com,E-Commerce|Social Media Marketing|Sports,80000,operating,USA,CA,San Diego,San Diego,1,0
AthletePath,http://www.athletepath.com,Software,1681068,operating,USA,OR,"Portland, Oregon",Portland,4,0
Athletes' Performance,http://www.athletesperformance.com,Fitness|Health and Wellness|Sports|Training,22500000,operating,USA,AZ,Phoenix,Phoenix,2,1
Athletes Performance Gear,http://www.ihydrorun.com,Sporting Goods,1500000,operating,USA,FL,Tampa,Palm Harbor,1,0
AthleteTrax,https://www.athlete-trax.com/,Recruiting|Software|Sports,25000,operating,USA,PA,Pittsburgh,Pittsburgh,3,0
Athletic Standard,http://www.athleticstandard.com,Artificial Intelligence|Networking|SEO|Social Media|Sports,100000,operating,USA,MA,Boston,Cambridge,1,0
AtHoc,http://www.athoc.com,Email|Enterprise Software|Physical Security|Security,8200000,acquired,USA,CA,SF Bay Area,San Mateo,2,1
atHomestars,http://www.athomestars.com,Advertising|Internet Marketing|Marketplaces|Social Commerce,300000,closed,USA,NY,New York City,New York,1,0
Athos,http://liveathos.com,Fashion|Fitness|Health and Wellness|Technology|Wearables,50700000,operating,USA,CA,SF Bay Area,Redwood City,3,1
ATI Physical Therapy,http://atipt.com,Health and Wellness,225828977,operating,USA,IL,Chicago,Bolingbrook,2,1
Atieva,http://www.atieva.com,Automotive|Electric Vehicles|Software,131000000,operating,USA,CA,SF Bay Area,Menlo Park,3,1
Atigeo,http://atigeo.com/,Software,28787632,operating,USA,WA,Seattle,Bellevue,3,1
Happy Retailer,http://www.happyretailer.com,E-Commerce|Online Shopping,125000,operating,USA,CA,SF Bay Area,San Jose,1,0
Ativa Medical,http://ativamed.com,Biotechnology|Health Diagnostics,26733013,operating,USA,MN,Minneapolis,Saint Paul,4,1
Atlanta Micro,http://www.atlantamicro.com,E-Commerce,2000000,operating,USA,GA,Atlanta,Alpharetta,2,0
AtlanteTrek,http://www.atlantetrek.com,Artificial Intelligence|Reputation|Social Media|Software,50000,closed,USA,WA,Seattle,Seattle,1,0
Atlantic Kitchen,http://atlantickitchen.co.uk/,Restaurants,210638,operating,GBR,H9,London,London,1,0
Atlantic Motor Labs,http://www.motorlabs.ca/,Machine Learning,250000,operating,CAN,NS,Halifax,Halifax,1,0
Atlantic Tele-Network,http://www.atni.com,Web Hosting,39700000,closed,USA,MA,Boston,Salem,1,1
Atlantis Components,http://www.atlantiscomp.com/,Software,12500000,operating,USA,MA,Boston,Cambridge,1,1
Atlantis Computing,http://www.atlantiscomputing.com,Enterprise Software|Flash Storage|Storage|Virtualization,30000000,operating,USA,CA,SF Bay Area,Mountain View,2,1
Atlas Wearables,http://www.atlaswearables.com,Fitness|Hardware + Software|Wearables,2449019,operating,USA,TX,Austin,Austin,4,0
Atlas Cloud,http://atlascloud.co.uk,Information Technology,591346,operating,GBR,I7,GBR - Other,Newcastle,1,0
Atlas Genetics,http://www.atlasgenetics.com,Biotechnology|Health Diagnostics,75583454,operating,GBR,P8,Trowbridge,Trowbridge,3,1
Atlas Guides,http://www.atlasguides.com,Finance|Financial Services|Service Providers,400000,closed,USA,OR,Eugene,Bend,1,0
Atlas Health Technologies,http://www.atlashealth.com,Application Platforms|Health and Wellness|Health Care Information Technology|Information Technology,50000,operating,USA,TN,Nashville,Nashville,1,0
Atlas Local,http://atlaslocal.com,Local Businesses,115345,operating,USA,CA,San Diego,Del Mar,1,0
Atlas Obscura,http://www.atlasobscura.com,Leisure|Travel & Tourism,2000000,operating,USA,NY,New York City,Brooklyn,1,0
Atlas Powered,http://www.getatlas.com,Mobile|Productivity Software,700000,operating,USA,CA,Los Angeles,Santa Monica,1,0
Atlas Scientific,http://atlas-scientific.com,Hardware + Software,100000,operating,USA,NY,New York City,Brooklyn,1,0
Atlas Spine,http://atlasspine.com,Biotechnology,3500000,operating,USA,FL,Palm Beaches,Jupiter,1,1
Atlas5D,http://www.atlas5d.com,Hardware + Software,152500,operating,USA,MA,Boston,Cambridge,2,0
Atlatl Software,http://atlatlsoftware.com,Software,10000000,operating,USA,SC,"Charleston, South Carolina",Charleston,1,1
Atmosferiq,http://atmosferiq.com,Advertising,300000,operating,USA,PA,Pittsburgh,Pittsburgh,2,0
Atmospheir,http://www.atmospheir.com,Contact Management|Mobile|Social Media,2260000,operating,USA,NY,New York City,New York,2,0
Atom Bank,https://www.atombank.co.uk/,Internet,167163877.3,operating,GBR,D8,Durham,Durham,2,1
Atom Entertainment,http://atomentertainment.com,Games,22900000,acquired,USA,CA,SF Bay Area,San Francisco,1,1
Atomic Dog Publishing,http://www.atomicdogpublishing.com/,Publishing,1000000,operating,USA,OH,Cincinnati,Mason,1,0
Atomic Moguls,http://www.fantasymoguls.com,Games,2050000,operating,USA,WA,Seattle,Seattle,2,0
Atomic Reach,http://www.atomicreach.com,Publishing|Social Media,5400450,operating,CAN,ON,Toronto,Toronto,4,1
Atomicorp,http://www.atomicorp.com/,Security,50000,operating,USA,VA,"Washington, D.C.",Chantilly,1,0
ATOMIZED,http://atomized.com,Advertising|Brand Marketing|Enterprise Software|SaaS,3455000,operating,USA,GA,Atlanta,Atlanta,3,0
ATOMOO,http://www.atomoo.com,Business Services|Technology,125000,operating,USA,IL,Chicago,Evanston,1,0
Atomwise,http://www.atomwise.com/,Bio-Pharm|Medical|Pharmaceuticals,6570000,operating,USA,CA,SF Bay Area,San Francisco,4,1
Aton Pharma,http://www.atonrx.com,Biotechnology,13700000,acquired,USA,NJ,NJ - Other,Lawrenceville,1,1
Atonometrics,http://www.atonometrics.com,Environmental Innovation|Renewable Energies|Renewable Tech|Solar,1765800,operating,USA,TX,Austin,Austin,1,0
Atooma INC,http://www.atooma.com,Cloud Computing|Home Automation|Industrial Automation|Internet of Things|M2M,1065000,operating,USA,CA,SF Bay Area,San Francisco,3,0
Atopix Therapeutics,http://atopixtherapeutics.co.uk,Bio-Pharm|Medical|Pharmaceuticals,5073408,operating,GBR,K2,London,Abingdon,2,1
Atossa Genetics,http://www.atossagenetics.com,Biotechnology,32600000,ipo,USA,WA,Seattle,Seattle,3,1
Atraverda,http://www.atraverda.co.uk,Clean Technology,33649083,operating,GBR,X2,GBR - Other,Abertillery,2,1
Atreaon,http://atreaon.com,Biotechnology,8000000,operating,USA,MA,Boston,Newton,1,1
Atreca,http://www.atreca.com,Biotechnology,62860000,operating,USA,CA,SF Bay Area,San Carlos,4,1
Atrenta,http://www.atrenta.com,Software,46341484,acquired,USA,CA,SF Bay Area,San Jose,6,1
Atrica,http://www.atrica.com,Web Hosting,39200000,closed,USA,CA,SF Bay Area,Santa Clara,2,1
AtriCure,http://atricure.com,Medical Devices,8500000,ipo,USA,OH,Cincinnati,West Chester,2,1
Atrin Pharmaceuticals,http://www.atrinpharma.com/,Bio-Pharm|Medical|Pharmaceuticals,100000,operating,USA,PA,Philadelphia,Doylestown,1,0
Atritech,http://www.atritech.net,Hardware + Software,52000000,acquired,USA,MN,Minneapolis,Plymouth,2,1
ATRP Solutions,http://www.atrpsolutions.com,E-Commerce,5821431,operating,USA,PA,Pittsburgh,Pittsburgh,7,1
Atrua Technologies,http://www.atrua.com,Mobile,13000000,acquired,USA,CA,SF Bay Area,Campbell,3,1
Atsana Semiconductor,http://www.atsana.com/,Semiconductors,10000000,acquired,CAN,ON,Ottawa,Ottawa,1,1
AtScale,http://atscale.com/,Analytics|Big Data Analytics|Startups,9000000,operating,USA,CA,SF Bay Area,San Mateo,2,1
Attachments.me,http://attachments.me,Software,2500000,acquired,USA,CA,SF Bay Area,San Francisco,2,0
AttachSTOR,http://www.attachstor.com/,Information Technology|Services,7500000,operating,USA,AZ,Phoenix,Phoenix,1,1
Attainia,http://www.attainia.com,Software,800000,operating,USA,CA,SF Bay Area,Mountain View,1,0
Attendify,http://attendify.com,Mobile,200000,operating,USA,CA,SF Bay Area,San Francisco,1,0
"Attend, Inc.",http://www.attend.com,Bridging Online and Offline|Events|Nonprofits|Software,5600000,operating,USA,MA,Boston,Boston,4,1
Attenex,http://www.attenex.com,Software,5000000,acquired,USA,WA,Seattle,Seattle,1,1
Attensa,http://www.attensa.com,Software,600000,operating,USA,OR,"Portland, Oregon",Portland,2,0
Attensity,http://www.attensity.com/,Analytics|Business Analytics|Social CRM|Social Media Monitoring|Software,90000000,operating,USA,CA,SF Bay Area,Redwood City,1,1
Attention Point,http://www.attentionpoint.com,Biotechnology,25000,operating,USA,VA,Roanoke,Roanoke,1,0
Atterley Road,http://www.atterleyroad.com,Fashion,3030502,operating,GBR,H9,London,London,1,0
Atterocor,http://atterocor.com,Biotechnology,24522872,operating,USA,MI,Detroit,Ann Arbor,2,1
Attest,http://askattest.com,Consumer Internet|Market Research,1000000,operating,GBR,H9,London,London,1,0
